problem,size,method,instance_seed,hv_ratio,num_nondominated,wallclock_sec,num_evals
Bi-KP,100,NSGA-II,120003,0.6993379947448273,4,0.6260871339472942,2400
Bi-KP,100,BO,120003,0.17450074894886905,4,3.6502986749983393,396
Bi-KP,100,D&L,120004,0.296620507142168,4,26.819333986961283,1680
Bi-KP,100,D&L-TS,120004,0.09956344484212493,2,27.040090159047395,1680
Bi-KP,100,WS-heuristic,120004,0.9134742469978697,9,0.07077421102439985,3212
Bi-KP,100,NSGA-II,120004,0.6755964824420747,2,0.5050295480177738,2400
Bi-KP,100,BO,120004,0.2619801884668575,3,3.9743748269975185,396
Bi-KP,100,D&L,120005,0.28665657832158764,3,29.65508159197634,1680
Bi-KP,100,D&L-TS,120005,0.19942064075403174,4,28.12570297997445,1680
Bi-KP,100,WS-heuristic,120005,0.8713932004554167,10,0.08158076502149925,3012
Bi-KP,100,NSGA-II,120005,0.6028818078314382,5,0.5487397309625521,2400
Bi-KP,100,BO,120005,0.22805424647268221,2,2.756484242971055,396
Bi-KP,100,D&L,120006,0.24701760132397815,7,26.429945241019595,1680
Bi-KP,100,D&L-TS,120006,0.18675547778716362,5,29.912625989003573,1680
Bi-KP,100,WS-heuristic,120006,0.8485286258555002,9,0.06745294004213065,3012
Bi-KP,100,NSGA-II,120006,0.625643887806644,4,0.4864238600130193,2400
Bi-KP,100,BO,120006,0.1929831744444636,4,3.2384532659780234,396
Bi-KP,100,D&L,120007,0.3473639635970593,4,29.105425863002893,1680
Bi-KP,100,D&L-TS,120007,0.22712696478267355,3,25.987178864015732,1680
Bi-KP,100,WS-heuristic,120007,0.9583091714034386,9,0.1510727209970355,3012
Bi-KP,100,NSGA-II,120007,0.8163548614836613,3,1.1892384329694323,2400
Bi-KP,100,BO,120007,0.25296377726163416,1,3.6223941550124437,396
Bi-KP,100,D&L,120008,0.30047777976672757,3,25.338187212997582,1680
Bi-KP,100,D&L-TS,120008,0.18506399446025137,4,25.36767216597218,1680
Bi-KP,100,WS-heuristic,120008,0.8887369043357012,7,0.056090498983394355,2612
