variant,oracle,n,k,eps,seed,adversarial,alg_seeds,min_ratio,mean_ratio,mean_min_ratio,exp_min_ratio,n_checkpoints,total_queries,wall_s
A2,covcost,14,3,0.1,5,1,4,0.8997840275561921,0.9939870006633187,0.8997840275561921,,37,10082,0.10732722282409668
A2,covcost,14,3,0.1,6,0,4,0.8213742760880695,0.9664076982442393,0.8148298725083553,0.8213742760880695,37,5175,0.07182502746582031
A2,covcost,14,3,0.1,6,1,4,0.8213742760880695,0.9404384883577867,0.8170113403682601,,37,14316,0.11709809303283691
A2,covcost,14,3,0.1,7,0,4,0.9100873378164557,0.9951398560981868,0.9046018400212668,0.9100873378164557,37,3744,0.0673377513885498
A2,covcost,14,3,0.1,7,1,4,1.0,1.0,0.972036336658925,,37,5366,0.08022403717041016
A2,covcost,14,3,0.1,8,0,4,0.7603375447479752,0.9299380589874486,0.7331771023036767,0.8144389958005784,37,4459,0.06687235832214355
A2,covcost,14,3,0.1,8,1,4,0.8976754804709018,0.9709766156624808,0.9010383529199482,,37,4219,0.0711967945098877
A2,covcost,14,3,0.1,9,0,4,0.8431537432582731,0.990515166019615,0.908807819890026,0.916064638736304,37,4040,0.06197619438171387
A2,covcost,14,3,0.1,9,1,4,0.84265946656079,0.9938475650818308,0.9369295208987668,,37,6060,0.07970762252807617
A2,covcost,14,3,0.1,10,0,4,0.8408916960506099,0.9476671364331785,0.8408916960506099,0.8408916960506099,37,4458,0.06896471977233887
A2,covcost,14,3,0.1,10,1,4,0.9806283052257349,0.9994764406817767,0.8985454024659814,,37,6832,0.08897733688354492
A2,covcost,14,3,0.1,11,0,4,0.7037685077413272,0.946193220979636,0.7868822375597413,0.8385017380583688,37,4667,0.06965947151184082
A2,covcost,14,3,0.1,11,1,4,0.8749999656899382,0.9770769579632822,0.847337338740911,,37,6897,0.09736847877502441
A2,covcost,14,3,0.1,12,0,4,0.5986262711678141,0.8975404335154722,0.5986262711678141,0.5986262711678141,37,4078,0.06913900375366211
A2,covcost,14,3,0.1,12,1,4,0.5986262711678141,0.9593863917480995,0.5986262711678141,,37,8555,0.10301733016967773
A2,covcost,14,3,0.1,13,0,4,0.8103739227927224,0.9700040513977288,0.8103739227927224,0.8348114431270828,37,3815,0.06604790687561035
A2,covcost,14,3,0.1,13,1,4,0.8103739227927224,0.9754505536306015,0.8103739227927224,,37,5750,0.07802915573120117
A2,covcost,14,3,0.1,14,0,4,0.8986233222170129,0.9890296554430438,0.8978159181697236,0.9239674916627596,37,4057,0.0728304386138916
A2,covcost,14,3,0.1,14,1,4,0.8943122295702054,0.9770570031728244,0.8888280362072338,,37,7696,0.09365367889404297
A2,covcost,14,3,0.1,15,0,4,0.7851575588684002,0.9380465046704537,0.7940992596763555,0.8030435698463135,37,4013,0.06344962120056152
A2,covcost,14,3,0.1,15,1,4,0.8468220736233187,0.9559785090489779,0.8482947297764665,,37,5199,0.07284092903137207
A2,covcost,14,5,0.1,0,0,4,0.7718019143730118,0.9662794363446036,0.8359097986939742,0.9121002730835972,37,12877,0.4200921058654785
A2,covcost,14,5,0.1,0,1,4,0.7718019143730118,0.9585946982376393,0.8180915388198022,,37,20456,0.4417548179626465
A2,covcost,14,5,0.1,1,0,4,0.7779953250365574,0.9463312072341236,0.8322851189533266,0.8625048278926509,37,11721,0.4068925380706787
A2,covcost,14,5,0.1,1,1,4,0.7779953250365574,0.963828522790893,0.8068452060785676,,37,17314,0.44846653938293457
A2,covcost,14,5,0.1,2,0,4,0.8385195330183118,0.9478226053912141,0.8385195330183118,0.8385195330183118,36,8422,0.4019157886505127
A2,covcost,14,5,0.1,2,1,4,0.8615295889766911,0.9819081587011548,0.8690046464837322,,36,14605,0.4218275547027588
A2,covcost,14,5,0.1,3,0,4,0.9153226932194294,0.9781066652197684,0.9153226932194294,0.9318280979454705,37,8686,0.38605642318725586
A2,covcost,14,5,0.1,3,1,4,0.9153226932194294,0.9917714072012604,0.9373272257337087,,37,14904,0.41164612770080566
A2,covcost,14,5,0.1,4,0,4,0.7656853238700403,0.9871656736513628,0.8541570660851436,0.8612658928641835,37,9535,0.38551878929138184
A2,covcost,14,5,0.1,4,1,4,0.8633182424768021,0.9872776431047051,0.8352347517071291,,37,17448,0.4390099048614502
A2,covcost,14,5,0.1,5,0,4,0.7154282942421364,0.9077234287383944,0.7397238358573044,0.806161998183991,37,8784,0.4006035327911377
A2,covcost,14,5,0.1,5,1,4,0.7742444795899027,0.953762024689726,0.7949319928206239,,37,19977,0.45487141609191895
A2,covcost,14,5,0.1,6,0,4,0.9237465731023844,0.9709826115583103,0.9017430161763346,0.9255709884980304,37,9013,0.36486053466796875
A2,covcost,14,5,0.1,6,1,4,0.9237465731023844,0.9839800706042157,0.9123784439390108,,37,15403,0.39638352394104004
A2,covcost,14,5,0.1,7,0,4,0.7111751883010743,0.9024253453226945,0.7061985899532452,0.7249852280379563,37,12339,0.4045553207397461
A2,covcost,14,5,0.1,7,1,4,0.7993083404103125,0.9661246706871472,0.7882487065941399,,37,25050,0.516934871673584
A2,covcost,14,5,0.1,8,0,4,0.8139712099906632,0.914777834517557,0.7833467065009304,0.8203282581646693,37,9767,0.37491393089294434
A2,covcost,14,5,0.1,8,1,4,0.8290421996285157,0.9599519248094044,0.8027068555052063,,37,16734,0.41786646842956543
A2,covcost,14,5,0.1,9,0,4,0.771415133887614,0.9777464413704419,0.7928670209568467,0.8461855968853687,37,10695,0.3810553550720215
A2,covcost,14,5,0.1,9,1,4,0.771415133887614,0.9863135801021509,0.8375298871794854,,37,18915,0.43864870071411133
A2,covcost,14,5,0.1,10,0,4,0.8336857497530661,0.9699251196382074,0.8438635436095419,0.8602419050372009,36,12068,0.438413143157959
A2,covcost,14,5,0.1,10,1,4,0.8998666158798319,0.9735707148989342,0.8986901654504926,,36,15636,0.45901966094970703
A2,covcost,14,5,0.1,11,0,4,0.7282776007000046,0.9529070588458333,0.723975139426615,0.7966973501159542,36,8540,0.38976287841796875
A2,covcost,14,5,0.1,11,1,4,0.8577801071026524,0.9901492809080293,0.8541401454109263,,36,15742,0.440232515335083
A2,covcost,14,5,0.1,12,0,4,0.8428497603482806,0.9787143255739348,0.8763825218788265,0.8879962642241467,35,8283,0.3738272190093994
A2,covcost,14,5,0.1,12,1,4,0.8428497603482806,0.9801036522834409,0.8734475273110248,,35,11723,0.4242563247680664
A2,covcost,14,5,0.1,13,0,4,0.8661174622122589,0.9718433724851848,0.8339295617756715,0.8661174622122589,36,7352,0.384488582611084
A2,covcost,14,5,0.1,13,1,4,0.8719662207333788,0.9837247805773637,0.8213990359797969,,36,13168,0.4383840560913086
A2,covcost,14,5,0.1,14,0,4,0.9015059748482315,0.982328240745766,0.8688439466458886,0.8887302867324958,37,10342,0.4204065799713135
A2,covcost,14,5,0.1,14,1,4,0.9321829674418022,0.9935296892600167,0.9066301813869581,,37,15651,0.4231302738189697
A2,covcost,14,5,0.1,15,0,4,0.8674142062640201,0.9662177927501242,0.8059254151647173,0.8908457009454138,37,11213,0.5306293964385986
A2,covcost,14,5,0.1,15,1,4,0.8674142062640201,0.9767025347787697,0.8295927330005749,,37,18106,0.5797045230865479
