variant,oracle,n,k,eps,seed,adversarial,alg_seeds,min_ratio,mean_ratio,mean_min_ratio,exp_min_ratio,n_checkpoints,total_queries,wall_s,series
A2,covcost,14,5,0.1,4,0,4,0.7656853238700403,0.9871656736513628,0.8541570660851436,0.8612658928641835,37,9535,0.3855187892913818,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,4,1,4,0.8633182424768021,0.9872776431047052,0.8352347517071291,,37,17448,0.4390099048614502,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,5,0,4,0.7154282942421364,0.9077234287383944,0.7397238358573044,0.806161998183991,37,8784,0.4006035327911377,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,5,1,4,0.7742444795899027,0.953762024689726,0.7949319928206239,,37,19977,0.4548714160919189,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,6,0,4,0.9237465731023844,0.9709826115583104,0.9017430161763346,0.9255709884980304,37,9013,0.3648605346679687,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,6,1,4,0.9237465731023844,0.9839800706042156,0.9123784439390108,,37,15403,0.39638352394104,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,7,0,4,0.7111751883010743,0.9024253453226944,0.7061985899532452,0.7249852280379563,37,12339,0.4045553207397461,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,7,1,4,0.7993083404103125,0.9661246706871472,0.7882487065941399,,37,25050,0.516934871673584,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,8,0,4,0.8139712099906632,0.914777834517557,0.7833467065009304,0.8203282581646693,37,9767,0.3749139308929443,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,8,1,4,0.8290421996285157,0.9599519248094044,0.8027068555052063,,37,16734,0.4178664684295654,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,9,0,4,0.771415133887614,0.977746441370442,0.7928670209568467,0.8461855968853687,37,10695,0.3810553550720215,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,9,1,4,0.771415133887614,0.9863135801021508,0.8375298871794854,,37,18915,0.4386487007141113,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,10,0,4,0.8336857497530661,0.9699251196382074,0.8438635436095419,0.8602419050372009,36,12068,0.438413143157959,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,10,1,4,0.8998666158798319,0.9735707148989342,0.8986901654504926,,36,15636,0.459019660949707,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,11,0,4,0.7282776007000046,0.9529070588458332,0.723975139426615,0.7966973501159542,36,8540,0.3897628784179687,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,11,1,4,0.8577801071026524,0.9901492809080292,0.8541401454109263,,36,15742,0.440232515335083,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,12,0,4,0.8428497603482806,0.9787143255739348,0.8763825218788265,0.8879962642241467,35,8283,0.3738272190093994,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,12,1,4,0.8428497603482806,0.9801036522834408,0.8734475273110248,,35,11723,0.4242563247680664,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,13,0,4,0.8661174622122589,0.9718433724851848,0.8339295617756715,0.8661174622122589,36,7352,0.384488582611084,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,13,1,4,0.8719662207333788,0.9837247805773636,0.8213990359797969,,36,13168,0.4383840560913086,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,14,0,4,0.9015059748482316,0.982328240745766,0.8688439466458886,0.8887302867324958,37,10342,0.4204065799713135,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,14,1,4,0.9321829674418022,0.9935296892600168,0.906630181386958,,37,15651,0.4231302738189697,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,15,0,4,0.8674142062640201,0.9662177927501242,0.8059254151647173,0.8908457009454138,37,11213,0.5306293964385986,A2 (two-pass + offline combine)
A2,covcost,14,5,0.1,15,1,4,0.8674142062640201,0.9767025347787696,0.8295927330005749,,37,18106,0.5797045230865479,A2 (two-pass + offline combine)
