special_case,seed,shape,t,max_abs_diff,pass
unscion_cnn_head,0,"(16, 16)",3.7,0.0,True
unscion_cnn_head,1,"(16, 16)",0.01,0.0,True
unscion_cnn_head,1,"(16, 16)",0.1,0.0,True
unscion_cnn_head,1,"(16, 16)",1.0,0.0,True
unscion_cnn_head,1,"(16, 16)",3.7,0.0,True
unscion_cnn_head,2,"(16, 16)",0.01,0.0,True
unscion_cnn_head,2,"(16, 16)",0.1,0.0,True
unscion_cnn_head,2,"(16, 16)",1.0,0.0,True
unscion_cnn_head,2,"(16, 16)",3.7,0.0,True
unscion_cnn_head,3,"(16, 16)",0.01,0.0,True
unscion_cnn_head,3,"(16, 16)",0.1,0.0,True
unscion_cnn_head,3,"(16, 16)",1.0,0.0,True
unscion_cnn_head,3,"(16, 16)",3.7,0.0,True
unscion_cnn_head,4,"(16, 16)",0.01,0.0,True
unscion_cnn_head,4,"(16, 16)",0.1,0.0,True
unscion_cnn_head,4,"(16, 16)",1.0,0.0,True
unscion_cnn_head,4,"(16, 16)",3.7,0.0,True
unscion_cnn_head,0,"(30, 8)",0.01,0.0,True
unscion_cnn_head,0,"(30, 8)",0.1,0.0,True
unscion_cnn_head,0,"(30, 8)",1.0,0.0,True
unscion_cnn_head,0,"(30, 8)",3.7,0.0,True
unscion_cnn_head,1,"(30, 8)",0.01,0.0,True
unscion_cnn_head,1,"(30, 8)",0.1,0.0,True
unscion_cnn_head,1,"(30, 8)",1.0,0.0,True
unscion_cnn_head,1,"(30, 8)",3.7,0.0,True
unscion_cnn_head,2,"(30, 8)",0.01,0.0,True
unscion_cnn_head,2,"(30, 8)",0.1,0.0,True
unscion_cnn_head,2,"(30, 8)",1.0,0.0,True
unscion_cnn_head,2,"(30, 8)",3.7,0.0,True
unscion_cnn_head,3,"(30, 8)",0.01,0.0,True
unscion_cnn_head,3,"(30, 8)",0.1,0.0,True
unscion_cnn_head,3,"(30, 8)",1.0,0.0,True
unscion_cnn_head,3,"(30, 8)",3.7,0.0,True
unscion_cnn_head,4,"(30, 8)",0.01,0.0,True
unscion_cnn_head,4,"(30, 8)",0.1,0.0,True
unscion_cnn_head,4,"(30, 8)",1.0,0.0,True
unscion_cnn_head,4,"(30, 8)",3.7,0.0,True
